,original_title,genre_list,popularity,overview
37315,Принцесса на горошине,"['Romance', 'Family', 'Fantasy']",0.003108,"In one of the realms, there was time for the prince to get married, but the bride would have to be a real princess. A sign was put up on the gates: “ A Princess Wanted”. But in response to it there appeared only a small girl, wet to the bones after the rain and bearing no resemblance to nobility. So the prince was obliged to venture off to other lands in search of a suitable match. Henceforth the prince’s adventures unfold. In one kingdom, he met a fat king, in another – a hospitable king. He also visited the kingdom of arts. He saw enough princesses, beautiful and clever. And yet, the real princess, the only one he longed for, proved to be the girl who had knocked at their door during a rainstorm…"
27085,There's Always A Woman,"['Comedy', 'Mystery']",0.413343,"An investigator for the District Attorney's office quits to open his own detective agency. However, business is so bad that he finally decides to give it up and go back to his old job. As his wife is at his office closing up, a wealthy society matron walks in with a case: she wants to know if her husband is having an affair with his ex-girlfriend, who is now married. The wife accepts what looks to be an easy case, figuring than she can then persuade her husband to re-start the agency. However, when the client's husband is found murdered, she decides to investigate the murder herself. Her husband has also been assigned by the D.A. to investigate the murder, and he doesn't know that his wife is also on the case. Complications ensue."
27597,Meilleur espoir féminin,['Comedy'],0.64678,
23097,Kalevala - Uusi aika,['History'],0.07281,A story based on the Finnish national epic Kalevala.
27588,La Gifle,"['Comedy', 'Drama', 'Romance']",1.10577,A Parisian teacher (Lino Ventura) loses his cool when his teenage daughter tells him she plans to drop out of school and move in with her boyfriend.
13785,Chain Reaction,['Horror'],1.788295,"A prison bus with over a dozen criminals on board has an accident and rams another car, in which Dr. Douglas Madsen was on his way home. Most of the prisoners die. Four of them survive, one of them severely injured. After having killed all the guards, they head for the woods. They take Dr. Douglas Madsen hostage. Suddenly a huge house appears in the middle of the woods. The leader of the group, Arthur, emphasizes that he will kill Douglas and every single member of the ""family"" if his wounded brother would die. Meanwhile some members of the family show strange behavior, and very soon mayhem breaks loose."
13482,The Cottage,"['Horror', 'Comedy', 'Crime', 'Thriller']",9.459594,"In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose."
32262,"It's A Bird, It's A Plane, It's Superman!",['Comedy'],0.100013,"TV adaptation of the campy 1960s Broadway musical about the Man of Steel, his friends, his enemies, and his self-image problems."
21081,The Neighbor,"['Thriller', 'Horror']",0.476993,"A young couple, Mary and John, awaiting a baby is in search for a house when they decide to buy that lovely old villa they found by coincidence. What they both do not know is that Myron, the owner of that villa and their new neigbour, is a dangerous psychopath and that Mary reminds him of his dead mother. Mary begins to wonder about Myron's odd behaviour, but everybody thinks Mary's fears are due to her being pregnant."
32217,The Hunley,"['Action', 'Drama', 'History', 'War']",0.702798,"CSS Hunley tells the incredible true story of the crew of the manually propelled submarine CSS Hunley, during the siege of Charleston of 1864. It is a story of heroism in the face of adversity, the Hunley being the first submersible to sink an enemy boat in time of war. It also relates the human side of the story relating the uncommon and extaordinary temperament of the 9 men who led the Hunley into history and died valiantly accomplishing this feat."
17227,The Other Woman,['Drama'],6.212898,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife."
38476,Superstar: The Life and Times of Andy Warhol,['Documentary'],0.2875,Documentary portrait of Andy Warhol.
22697,The Blank Generation,"['Documentary', 'Music']",0.141541,"The cream of New York new wave/punk filmed live at CBGB's when the scene was just beginning. Includes performances by Patti Smith, Blondie, Television, the Ramones, Talking Heads, the Heartbreakers, the Shirts, Wayne County, the Marbles, the Dolls, Miamis, Harry Toledo, and the Tuff Darts (w/Robert Gordon)."
16098,Cztery noce z Anną,"['Crime', 'Drama', 'Thriller']",1.095759,A crematorium worker repeatedly breaks into a woman's house at night to help with housework.
25093,Apflickorna,['Drama'],1.006534,"When Emma meets Cassandra, they initiate a relationship filled with physical and psychological challenges. Emma does whatever it takes to master the rules of the game. Lines are crossed and the stakes get higher and higher. Despite this, Emma can't resist the intoxicating feeling of total control."
519,Rudy,['Drama'],5.914833,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team."
18088,Zánik domu Usherů,"['Mystery', 'Animation', 'Horror']",0.071022,"In this animated version of Edgar Allan Poe's story, a traveller arrives at the Usher mansion to find that the sibling inhabitants are living under a mysterious family curse: The brother's senses have become painfully acute, while his sister has become nearly catatonic."
39036,Dead Man's Hand,['Horror'],0.081074,"After inheriting a casino from his dead uncle, Matthew Dragna, his girl friend J.J. (Robin Sydney) and a group of friends take a road trip to the outskirts of Las Vegas, where they find the run-down Mysteria Casino. But the trip takes a frightening turn when the kids discover that the casino is haunted by the ghosts of Vegas mobsters Roy ""The Word"" Donahue (Sid Haig) and his goon Gil Wachetta (Michael Berryman), looking to settle an old score. Matthew and J.J. must fight for their very souls as the ghosts seek their gruesome vengeance, and in the vein of The Shining, this horrifying tale builds to a bloody and surprising climax."
37163,The Great Global Warming Swindle,['Documentary'],1.248779,This film tries to blow the whistle on what it calls the biggest swindle in modern history: 'Man Made Global Warming'. Watch this film and make up your own mind.
6706,Les blessures assassines,['Drama'],0.607812,"Based on the true story of two chambermaids (the Papin sisters) of 1930s France who murdered their employer and her daughter. Christine Papin (Sylvie Testud), and Léa Papin (Julie-Marie Parmentier) are sisters with an already troubled past. Madame Lancelin takes them into her home and employs the girls as maids. Christine sees in Madame Lancelin an ideal mother figure — in spite of her severity. But their wretched background — an indifferent mother and drunken abusive father — casts a shadow over the girls and over time their ill-fated situation darkens. The sisters withdraw into themselves and finish by committing the worst — killing Madame Lancelin and her daughter after six years of service, on the 2 February 1933 in Le Mans."
